Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK
Aangepast sporten,Stichting Prisma,www.stichtingprisma.nl,Diverse locaties,Zwanenburgwal 206,1011JH,Amsterdam,Centrum,ja,41217265
Aangepast sporten,Friendship Sports Centre,www.friendshipsportscentre.nl,Friendship Sports Centre,Beemsterstraat 652,1027ED,Amsterdam,Noord,ja,34152839
Aangepast sporten,Reade,www.reade.nl,Jan van Breemen instituut,Dr. Jan van Breemenstraat 2,1056AB,Amsterdam,Nieuw-West,ja,
Aangepast sporten,PWA Manege | Vereniging Paardrijden Gehandicapten,www.pwamanege.nl,Prins Willem-Alexander manege,Loosdrechtdreef 9,1108AZ,Amsterdam,Zuidoost,ja,40533448
Aangepast sporten,Terminators,www.amsterdamterminators.nl,Reade sporthal,Overtoom 283,1054HW,Amsterdam,West,ja,40539513
Aangepast sporten,Stichting Paardrijden Gehandicapten Amstelveen,www.spga.nl,SEIN Manege de Cruquiushoeve,Spieringweg 801,2142ED,Cruquius,Buiten Amsterdam,ja,34217276
Aerobics,De Bonte Kraai,www.buurthuizenzuidoost.nl,Buurthuis De Bonte Kraaij,Kraaiennest 68,1104CD,Amsterdam,Zuidoost,,
Aerobics,Ontspanningsvereniging Slotervaart (OVS),www.ovs-slotervaart.nl,Huis van de Wijk Het Anker,Jac Veltmanstraat 427,1065DC,Amsterdam,Nieuw-West,,40533777
Aikido,Kagen dojo,www.kagen-dojo.nl,4e Gymnasium,Archangelweg 4,1013ZZ,Amsterdam,West,,34323495
Aikido,Aikidojo ,www.aikidojo.nl,ABOV,Amstelkade 13,1078AB,Amsterdam,Oost,,55532675
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Aikido Centrum Amsterdam,Geleenstraat 34,1078LG,Amsterdam,Zuid,,34145187
Aikido,Culturele Aikido Stichting Amsterdam (CASA),www.aikido-info.nl,ASV Gebouw,Bilderdijkpark 10,1052SB,Amsterdam,West,,41210217
Aikido,Tenchi Ryu,www.tenchiryu.nl,Brede school de Kinkerbuurt,Borgerstraat 109,1053PE,Amsterdam,West,,34367624
Aikido,Buurtvereniging Jacob Maris,www.jacobmaris.com,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,40535350
Aikido,Movendi,www.movendi.nl,Cornelis Vrijschool,Van de Veldestraat 3,1071CW,Amsterdam,Zuid,,34184249
Aikido,Aikikai Aikido Amsterdam,www.aikido-amsterdam.nl,Gymzaal Heinzestraat 9,Heinzestraat 9,1071SK,Amsterdam,Zuid,,34155590
Aikido,AikiContact,www.aikicontact.nl,"Jan van der Heijdenhuis, theaterzaal",Tweede Jan van der Heijdenstraat 75-77,1074XR,Amsterdam,Zuid,,34341284
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,OBS Vijf Sterren,Markengouw 245A,1024EA,Amsterdam,Noord,,34145187
Aikido,Shinbukan Amsterdam,www.shinbukan.nl,Shinbukan Dojo Amsterdam,Van Ostadestraat 155,1073TK,Amsterdam,Zuid,,34170855
Aikido,Aikikai Aikido Amsterdam,www.aikido-amsterdam.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34155590
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,34145187
Aikido,Tenchigowa,www.tenchigowa.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40534707
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,34145187
Aikido,Aikido Agatsu Amsterdam West,www.agatsu.nl,Studio seven,Eerste Nassaustraat 7,1052BD,Amsterdam,West,,34268781
Aikido,Shoriniji-kempo,www.shorinjikempo.nl,Studio seven,Eerste Nassaustraat 7,1052BD,Amsterdam,West ,,08139319
Aikido,Waraku-do Yoseikan,www.waraku-do.nl,Studio seven,Eerste Nassaustraat 7,1052BD,Amsterdam,West,,34268781
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Vriesman dojo,Veemarkt 151,1019DA,Amsterdam,Oost,,34145187
Aikido,Sho Shin Aikido Amsterdam,www.shoshinaikido-dojo.nl,WG-terrein,Ketelhuisplein 47 - grote zaal,1054RD,Amsterdam,West,,41212763
Aikido,Yuki Mizu Kumo Stichting,www.yukimizukumo.nl,Witte Olifant gymzaal,Lastageweg 50,1011DB,Amsterdam,Centrum,,34283157
Aikido,Nederlandse Culturele Aikido Stichting,www.aikido-info.nl,,Bilderdijkpark 10,1052SB,Amsterdam,West,,41210217
Aikido,Takemusu Aikido,www.takemusuaikido.nl,,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,34311332
American Football,Amsterdam Panthers,www.amsterdam-panthers.nl,Sportpark De Eendracht,Bok de Korverweg 12,1067HR,Amsterdam,Nieuw-West,,34127715
American Football,Amsterdam Crusaders,www.crusaders.nl,Sportpark Sloten,Sloterweg 1045 G ,1066CC,Amsterdam,Nieuw-West,,40534446
Atletiek,H.C.A.,www.hardloopclubamsterdam.nl,Amstelpark,Koenenkade 8,1081KH,Amsterdam,Zuid,,62192493
Atletiek,A.A.C.,www.aacamsterdam.nl,Atletiekbaan Ookmeer,Willinklaan 7,1067SL,Amsterdam,Nieuw-West,,40538624
Atletiek,AV Startbaan,www.av-startbaan.nl,Atletiekvereniging Startbaan,Startbaan 1a,1185XP,Amstelveen,Buiten Amsterdam,,40531852
Atletiek,Verenigde lopers team10 2008,www.team10.nl,Dongeschool,Dintelstraat 5,1078VN,Amsterdam,Zuid,,34302133
Atletiek,A.V. '23 ,www.av23.nl,Nieuwe Chris Bergerbaan,Radioweg 89,1098NG,Amsterdam,Oost,,40531663
Atletiek,Phanos,www.phanos.org,Olympisch Stadion,Olympisch Stadion 1,1076DE,Amsterdam,Zuid,,40532387
Atletiek,Feniks,www.avfeniks.nl,Sportpark Bijlmer,Karspeldreef 500,1102BX,Amsterdam,Zuidoost,,34242879
Atletiek,ATOS AV,www.av-atos.nl,Sportpark Elzenhagen,J. Scheurleerweg 4,1025WL,Amsterdam,Noord,,40530655
Atletiek,AC Waterland,www.acwaterland.nl,Sportpark Landsmeer,Sportlaan 1,1121CB,Landsmeer,Buiten Amsterdam,,40530016
Atletiek,Dutch Gay & Lesbian Athletics,www.dgla.nl,Startbaan,Startbaan 1A,1185XP,Amstelveen,Buiten Amsterdam,,
Badminton,Energia,www.facebook.com/pietwoud,ALO,Willinklaan 5,1067SL,Amsterdam,Nieuw-West,,
Badminton,U.S. Badminton,www.us-badminton.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,
Badminton,APGS,apgs-amsterdam.nl/sporten/badminton,PTO,Ouderkerkerdijk 150,1096CR,Amsterdam,Oost,,
Badminton,Badminton-Vereniging Amsterdam,www.bva-badminton.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40537847
Badminton,British Society,www.britishsocietyofamsterdam.org,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40533588
Badminton,GBA (Gay Badminton Amsterdam),www.gay-badminton-amsterdam.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,58947027
Badminton,S.G.A.,www.sgabadminton.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,
Badminton,U.V.O./Spirit,www.uvospirit.nl,Sporthal Elzenhagen,J.H. Hisgenpad 1,1025WK,Amsterdam,Noord,,40537984
Badminton,Gaasperdam,www.bvgaasperdam.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537847
Badminton,Badmintor Slotermeer Amsterdam,www.bvslotermeer.nl,Sporthal Laan van Spartaan,Rinus Michelslaan 26,1061MB,Amsterdam,West,,40530096
Badminton,Energia,www.facebook.com/pietwoud,Sporthal Laan van Spartaan,Rinus Michelslaan 26,1061MB,Amsterdam,West,,
Badminton,Zeeburg,www.bvzeeburg.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40534776
Basketbal,Basketbalclub FlyingOost,flyingoost.wixsite.com/flyingoost,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,59449861
Basketbal,US Basketball,www.usbasketball.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993
Basketbal,Apollo bastketbal,www.apollobasketball.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,50810596
Basketbal,D.E.D.,www.bvded.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,40537252
Basketbal,Jaws,www.jawsbasketbal.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,40531284
Basketbal,BC Gaasperdam Warriors,www.amsterdamwarriors.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,61342548
Basketbal,M.B.C.A.,www.mbca.nl,De Goudsmithal,Sportlaan 29,1185TB,Amstelveen,Buiten Amsterdam,,34150633
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Diverse locaties,Pampuslaan 1,1087HP,Amsterdam,Zuid,,59449861
Basketbal,Agoeti,www.agoeti.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,
Basketbal,Club2000,www.club2000.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,40539221
Basketbal,Basketball Vereniging Amsterdam,www.bvamsterdam.nl,Hogendorp Sportcentrum,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,40533905
Basketbal,Landslake Lions,www.landslakelions.nl,Indoor Centrum Landsmeer,Marktplein 11,1121GL,Landsmeer,Buiten Amsterdam,,40532708
Basketbal,Tijgertje,www.tijgertje.nl,Readegebouw,Overtoom 283,1054HW,Amsterdam,West,,40539506
Basketbal,Anoeta,www.anoeta.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532829
Basketbal,Harlemlakers,www.harlemlakers.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40595799
Basketbal,AMVJ Amsterdam,www.amvj-amsterdam.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40532386
Basketbal,A.S.V.U.,sportcentrumvu.nl/sporten/overige-sporten/badminton,Sportcentrum V.U.,Uilenstede 100,1183AM,Amstelveen,Buiten Amsterdam,,
Basketbal,D.W.V.,www.dwvbasketball.nl,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,40533895
Basketbal,Blue Stars,www.bluestars-basketbal.com/wp,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,40531750
Basketbal,BC Gaasperdam Warriors,www.amsterdamwarriors.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,61342548
Basketbal,Baseball Academy Diamonds Amsterdam,diamondsbaseball.nl,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,
Basketbal,Friends '90,geen website,Sportzaal Kortvoort 69-71,Kortvoort 69-71,1104NA,Amsterdam,Zuidoost,,40537850
Basketbal,Old Birds Purmerend,www.oldbirds.com,Sportzaal Sportlaan Purmerend,Sportlaan 145,1442EA,Purmerend,Buiten Amsterdam,,40625467
Basketbal,Amsterdam Netball,www.amsterdamnetball.com,,Kinderdijkstraat 29,1079GB,Amsterdam,Zuid,,64310124
Bergsport,NKBV Regio Amsterdam,amsterdam.nkbv.nl,Sportpark Ookmeer,Hoek Troelstralaan/Dr.Meurelaan 8,1067SM,Amsterdam,Nieuw-West,,
Biljarten,BC Excelsior (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,
Biljarten,BC Time Out (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,
Biljarten,BC Victoria (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,
Biljarten,BV Blauw Wit/De Klos (woensdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,
Biljarten,BV EDO '83 (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,
Biljarten,BV H.E.T.E.Y./Insulinde (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,
Biljarten,BV Push and Win (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,
Biljarten,ABC Rembrandt,www.knbbamsterdam.nl,Biljartcentrum Startbaan,Startbaan 2,1185XR,Amstelveen,Buiten Amsterdam,,
Biljarten,BV Krijt op Tijd,www.knbbamsterdam.nl,Biljartcentrum Startbaan,Startbaan 2,1185XR,Amstelveen,Buiten Amsterdam,,
Biljarten,Boven 't IJ/BV De Albatros,www.boventij.com,Boven 't Y,Buikslotermeerplein 145,1025ET,Amsterdam,Noord,,
Biljarten,BV Chris Scholten,www.knbbamsterdam.nl,Café Chris Scholten,Van WWoustraat 104,1073LR,Amsterdam,Zuid,,
Biljarten,Frans Hals,www.knbbamsterdam.nl,Cafe De Amstel,Amstelkade 39,1078AG,Amsterdam,Zuid,,
Biljarten,De Roemer '41,www.knbbamsterdam.nl,Café Insulinde,Sumatrastraat 24,1094ND,Amsterdam,Oost,,
Biljarten,Club 8,www.club-8.nl,Club 8,Admiraal De Ruijterweg 56B,1056GL,Amsterdam,West,,
Biljarten,De Eik,www.knbbamsterdam.nl,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,
Biljarten,Senioren Biljart Vereniging Osdorp,www.seniorenbiljartosdorp.com,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,34272396
Biljarten,T.O.G. de Halve Maen,www.knbbamsterdam.nl,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,
Biljarten,RKSV T.O.B.,www.rksv-tob.nl / www.tobvoetbal.nl / www.tobtennis.nl,Sportpark Melkweg,Oostzanerwerf 2,1035EW,Amsterdam,Noord,,40530737
Biljarten,Biljartcentrum Startbaan,www.tenniscentrumstartbaan.nl/biljartcentrum-startbaan,Tenniscentrum Startbaan,Startbaan 2,1185XR,Amstelveen,Buiten Amsterdam,,
BMX,Griffioen Outdoor,www.griffioenoutdoor.nl,Griffioen Outdoor,Willinklaan 7,1067SL,Amsterdam,Nieuw-West,,32120847
Boksen,Boksteam VBSK Albert Cuyp,www.vbsk.nl,Boksschool Albert Cuyp,Albert Cuypstraat 241,1073BH,Amsterdam,Zuid,,40531659
Boksen,Bokstherapie/Boksen voor vrouwen,www.bokstherapie.nl,Bokstherapie,Waalstraat 184,1079EJ,Amsterdam,Zuid,,
Boksen,A.B.O.V. Amsterdam,www.abovamsterdam.nl,Boxing Gym ABOV,Amstelkade 13,1078AB,Amsterdam,Zuid,,40530134
Boksen,S.B.K.,www.boksen.eu,De Palm,Palmstraat 34,1015HS,Amsterdam,Centrum,,40534043
Boksen,Amsterdams Boks Centrum,www.abcboxingjoval.nl/,Gymzaal  de Corantijn,Corantijnstraat 9,1058DA,Amsterdam,West,,
Boksen,Sportcentrum KOPS,www.sportcentrumkops.nl,Sportcentrum Kops,Weesperzijde 115,1091EN,Amsterdam,Oost,,40535111
Boksen,Xena Sports,www.xenasports.nl,Sportschool,van Hallstraat 52,1051HH,Amsterdam,West,,34111082
Boksen,Vosgym,www.vosgymamsterdam.com,Vosgym,Donker Curtiusstraat 3,1051JI,Amsterdam,West,,
Bowling,Amsterdam,www.knijnbowling.nl,Bowling Knijn,Scheldeplein 3,1078GR,Amsterdam,Zuid,,
Bowling,Duivendrechtse Bowlingvereniging Borchland,www.d-b-b.nl,Sportcentrum Borchland,Borchlandweg 6,1115RN,Duivendrecht,Zuidoost,,
Bowls,Gaasperdam Bowls Club,www.bowlsclubgaasperdam.nl/,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,
Bowls,Bowlsclub Osdorp,www.mbvo-amsterdam.nl/bowls.htm,Sportpark De Eendracht,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,
Bridge,Park Bridge Club,www.park -bridgeclub.nl,Anne Reijnvaanflat,Ite Boeremastraat 11A,1054PP,Amsterdam,West,,
Bridge,ABN/Amro,www.nbbclubsites.nl/club/1026,bankrestaurant ABN AMRO,Gustav Mahlerlaan 10,1082PP,Amsterdam,Zuidoost,,
Bridge,"Onderons, De Drie Hoven",,Café,Louis Bouwmeesterstraat 377,1065NS,Amsterdam,Nieuw-West,,
Bridge,H.I.M. B.U.V.,www.himbuv.com,Cafe Genieten,Oranje Vrijstaatplein 2,1093NG,Amsterdam,Oost,,40537944
Bridge,Amstel,,Clubhuis Triaz,Van Heenvlietlaan 6,1083CL,Amsterdam,Zuid,,
Bridge,A.B.A.C.,www.nbbclubsites.nl/club/1006,De 2 Klaveren,De Clercqstraat 136,1052NP,Amsterdam,West,,
Bridge,Twee Klaveren,www.nbbclubsites.nl/club/1041,De 2 Klaveren,De Clercqstraat 136,1052NP,Amsterdam,West,,
Bridge,Brivea,www.nbbclubsites.nl/club/1046,De Bolder,Groenhof 140,1186EX,Amstelveen,Buiten Amsterdam,,
Bridge,Buitenveldertse Bridge Club,www.nbbclubsites.nl/club/1044,De Buitenhof,Nieuw Herlaer 2,1083BD,Amsterdam,Zuid,,34221468
Bridge,BC Aemestelle,www.nbbclubsites.nl/club/1008,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,
Bridge,BC '90,www.nbbclubsites.nl/club/1047,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,
Bridge,BC Minerva,www.nbbclubsites.nl/club/1018,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,
Bridge,Biesbosch,,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,
Bridge,Brios,,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,
Bridge,Pegasus,,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,
Bridge,A.B.K.,www.abk-bridge.nl,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Zuid,,
Bridge,Het Hok,www.het-hok.nl,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Zuid,,40535271
Bridge,BC Ruit,jajbakke.home.xs4all.nl/ruit,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Centrum,,
Bridge,US Uil,www.usuil.nl,Het Witte Huis,IJsbaanpad 45,1076CV,Amsterdam,Zuid,,
Bridge,Osdorp,www.nbbclubsites.nl/club/1060,Hotel New West Inn,Reimerswaalstraat 5,1069AE,Amsterdam,Nieuw-West,,
Bridge,Ontspannings Vereniging Slotervaart (OVS),,Huis van de Wijk Het Anker,Jacques Veltmanstraat 427,1065EK,Amsterdam,Nieuw-West,,
Bridge,Continental aan de Amstel,www.nbbclubsites.nl/club/1038,Huize Theresia,Rondehoep Oost 25,1191 KC,Ouderkerk aan de Amstel,Buiten Amsterdam,,
Bridge,Joodse Bridge Club JBC,,Joods Cultureel Centrum,Van der Boechorststraat 26,1081BT,Amsterdam,Zuid,,40530872
Bridge,KLM Bridgeclub,nbbclubsites.nl/club/1050,KLM sportcentrum,Wimbledonpark 2,1185XN,Amstelveen,Buiten Amsterdam,,
Bridge,BC Gesher,,L.J.G.,Zuidelijke Wandelweg 41,1079RK,Amsterdam,Zuid,,
Bridge,Nieuwer Amstel,,M.O.C.,Lindenlaan 75,1185LC,Amstelveen,Buiten Amsterdam,,
Bridge,ENPS Quibus,www.enps-quibus.nl,Old School,Gaasterlandstraat 5,1079RH,Amsterdam,Zuid,,34379170
Bridge,BC Koeperman,,OZBB59,Oudezijds Voorburgwal 59,1012EJ,Amsterdam,Centrum,,
Bridge,Pontania,www.nbbclubsites.nl/club/1071,S & O Pontania,Roomtuintjes 233,1093TD,Amsterdam,Oost,,
Bridge,BC de Groene Brug,,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,amsterdam,Noord,,
Bridge,BC Dio,,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,amsterdam,Noord,,
Bridge,BC Nieuwendam,www.nbbclubsites.nl/club/1051,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,
Bridge,BC Noord,,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,
Bridge,Ban De,,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,
Bridge,BC Elzenhagen,,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,
Bridge,Vianney,,Sociaal cultureel centrum deKerk,Volendammerweg 150,1024JR,Amsterdam,Noord,,
Bridge,De Looier,www.looier.nl,Sociëteit De Looier,Lijnbaansgracht 185,1016XA,Amsterdam,Centrum,,
Bridge,BC Starters 86,www.nbbclubsites.nl/club/1052,,Oeverpad 300,1068PJ,Amsterdam,Nieuw-West,,
Bridge,Om de Sloterplas,,,Oeverpad 300,1068PJ,Amsterdam,Nieuw-West,,
Bridge,Zwaan,,,Linnaeuskade 4,1098BC,Amsterdam,Oost,,
Capoeira,Berimbau de Ouro,www.berimbau.nl,Gymzaal Chrysantenstraat 28,Chrysantenstraat 28,1072RD,Amsterdam,Zuid,,41216886
Capoeira,Batuque Capoeira,www.capoeiraholland.com,Gymzaal Bankastraat 18,Bankastraat 18,1094 ED,Amsterdam,Oost,,
Capoeira,Grupo Malunga Capoeira,,Gymzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,
Capoeira,Caravelas Negras,www.cncapoeira.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,37129624
Capoeira,Caravelas Negras,www.cncapoeira.nl,Gymzaal Lekstraat 35,Lekstraat 35,1079EL,Amsterdam,Zuid,,37129624
Capoeira,Caravelas Negras,www.cncapoeira.nl,Sportzaal Montessori Lyceum Amsterdam,Hobbemakade 54,1071XL,Amsterdam,Zuid,,37129624
Capoeira,Caravelas Negras,www.cncapoeira.nl,Gymzaal Kortvoort 69-71,Kortvoort 69-71,1104NA,Amsterdam-Zuidoost,Zuidoost,,37129624
Cheerleading,Turnz,www.turnz.nl/cheerleading,OSB,Gulden Kruis 5,1103BE,Amsterdam,Zuidoost,,
Cheerleading,Turnz,www.turnz.nl/cheerleading,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,
Cheerleading,Turnz,www.turnz.nl/cheerleading,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40535474
Cheerleading,Turnz,www.turnz.nl/cheerleading,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,
Circus ,Olympia Circus,www.olympiacircus.amsterdam,Circus Lab Amsterdam,Schipluidenlaan 10,1062HE,Amsterdam,Nieuw-West,,34272442
Circus ,Circuswerkplaats Boost,www.cwboost.nl,Circuswerkplaats Boost,Marcusstraat 48,1091TK,Amsterdam,Oost,,34206036
Circus ,Olympia Circus,www.olympiacircus.amsterdam,Gymzaal Corantijnschool,Corantijnstraat 4,1058DD,Amsterdam,West,,34272442
Circus ,De Circusclub,www.decircusclub.nl,Vormingscentrum Rapenburg,Rapenburg 51,1011TV,Amsterdam,Centrum,,41261425
Conditietraining,Gaasperdam,www.conditietrainen-gaasperdam.nl,De Tamboerijn,Reigersbos 301,1107EZ,Amsterdam,Zuidoost,,
Conditietraining,C.C.A.N.,www.ccan.nl,Gymzaal IJdoornschool,Werengouw 85,1024NN,Amsterdam,Noord,,62817132
Conditietraining,Tijgertje,www.tijgertje.nl,Readegebouw,Overtoom 283,1054HW,Amsterdam,West,"Visuele beperking, Chronisch ziek, Lichamelijke beperking, Auditieve beperking",40539506
Conditietraining,Gaasperdam,www.sporthalgaasperdam.nl/conditietraining,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537847
Cricket,A.C.C.,www.acc-cricket.nl,Sportpark 't Loopveld,Aanloop 3,1183SZ,Amstelveen,Zuid,,40534241
Cricket,V.V.V.,www.vvv-cricket.nl,Sportpark 't Loopveld,Aanloop 2,1183SZ,Amstelveen,Zuid,,40530657
Cricket,V.R.A.,www.vra.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 21b,1182AA,Amstelveen,Zuid,,40530970
Cricket,Cricket Club Qui Vive,public.ccquivive.nl/index.php/en,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,40536998
Cricket,Dosti,www.dosticricketclub.nl,Sportpark Drie Burg,Drieburgpad 5,1097HK,Amsterdam,Oost,,40534216
Cricket,F.C. Amsterdam,www.fc-amsterdam.nl,Sportpark Strandvliet,De Passage 7,1114BH,Amsterdam-Duivendrecht,Buiten Amsterdam,,40531876
Dammen,V.A.D.,www.kndb.nl,Denksportcafé 2 Klaveren,De Clercqstraat 136,1052NP,Amsterdam,West,,
Dammen,Damclub 020,www.damclub020.nl,Go-centrum,Schokland 14,1181HV,Amsterdam,Zuid,,?
Dans, @M-dance,www.m-dance.nl/index.html,Basisschool de Vlaamse Reus,Hechtelstraat 49,1066KK,Amsterdam,Nieuw-West,,
Dans,Chassé Dans Studio,www.chassedancestudios.com,Chassé Dans Studio,Chasséstraat 64,1057JJ,Amsterdam,West,,
Dans,Mascha's Dansstudio,www.maschasdansstudio.nl,Chassé Dans Studio,Chasséstraat 64,1057JJ,Amsterdam,West,,52090868
Dans,Dansschool Pastora Flamenco,www.pastora.nl,Cinetol,Tolstraat 182,1074VM,Amsterdam,Zuid,,34353860
Dans,Studio Westerdans,www.studiowesterdans.nl,Cliffordstudio,Cliffordstraat 38,1051GV,Amsterdam,West,,
Dans,Movendi,www.movendi.nl,Cornelis Vrijschool,Van de Veldestraat 3,1071CW,Amsterdam,Zuid,,34184249
Dans,Dance Studio Carmen,www.dancestudiocarmen.nl,Dance Studio Carmen,Korte Papaverweg 14 / 1 hoog,1032KB,Amsterdam,Noord,,
Dans,Dansschool DanceMatic,www.dancematic.nl,DanceMatic,Kometensingel 189,1033BE,Amsterdam,Noord,,
Dans,Dansschool Eddy Spier,www.dansschool-eddyspier.nl,Dansschool Eddy Spier,Korte papaverweg 17-21,1032KA,Amsterdam,Noord,,
Dans,Dansschool Pastora Flamenco,www.pastora.nl,Dansschool Oostveen,Amstelveenseweg 132,1075XL,Amsterdam,Zuid,,34353860
Dans,Dansschool Redlex,www.dansschoolredlex.nl,Dansschool Redlex,Johan van Hasseltweg 39p,1021KN,Amsterdam,Noord,,
Dans,Studio Solebay,www.solebay.nl,Dansstudio Solebay,Livornostraat 22 hs,1055ZZ,Amsterdam,West,,
